,Unnamed: 0,cik,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,bankruptcy,logmodel_pred,naivebayes_pred,KN_pred,svc_pred,DC_pred,rf_pred,xgb_pred
1100,1100,804331,1.7234806280000001,-3.3139999999999996,-0.711632871,1.088686652,1,0.0044444440000000005,-0.287830121,0.039614561,-9.369617706,0,102,0,0.0,0.0,0.085925363,0,1.609437912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1101,1101,804731,2.3099578469999997,0.1,-4.389039222,0.415028787,1,0.0,-0.016279531,0.246873139,0.952995079,0,88,0,1.0340480440000002,0.0,0.007467522,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1102,1102,804888,3.857313356,-56.408,6.001322652000001,3.06985931,1,-0.024587877999999997,-0.550192235,0.02425113,-0.6923629609999999,0,92,1,0.0,0.0,0.0,0,1.609437912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1103,1103,805012,3.755299017,-36.111999999999995,5.648354532999999,1.218143963,1,-0.799158092,-0.191592392,0.01550986,-0.318391421,0,89,1,0.0,0.0,0.05771063,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1104,1104,805080,7.5697125729999994,-0.835,0.0,0.934610486,1,0.0,0.007434812,0.03539183,1.027389696,0,71,0,0.00022026400000000002,0.0,0.093754647,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1105,1105,805305,7.13621587,-309.377,0.361974165,0.9542359770000001,1,-0.008999241,-0.021433732,0.037133235,5.208676752,0,53,0,0.13925759,0.084559596,0.046811289000000006,0,2.772588722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,True,True,True,True,True,True
1106,1106,805326,5.436151365,-26.897,-3.2870156269999997,0.130712633,1,0.0,-0.094429706,0.130904307,2.353075154,1,86,0,0.07859050299999999,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1107,1107,805730,6.650579133,-34.578,0.0,0.595484926,1,0.0,0.012794348999999998,0.006608625,0.478152975,0,93,0,0.0,0.023278912000000002,0.0721787,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1108,1108,805900,4.798571798,4.802,-2.038767935,0.6293793320000001,1,0.0,-0.031309493,0.007376151,0.553664665,1,86,0,0.069855032,0.09396968800000001,1.0,1,0.693147181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1109,1109,805907,2.273568144,0.073,-1.63824589,0.7694049820000001,1,0.0,-0.08359069400000001,0.01225036,0.537946429,0,107,0,0.0,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False
1110,1110,805914,5.707409222999999,1.9169999999999998,-1.570964145,0.9261881829999999,1,0.0,-0.080358032,0.011431798,0.979031677,0,92,0,0.012567671,0.033212661,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1111,1111,806011,3.510769018,-0.795,0.088760794,0.811794228,1,0.0,0.020433768999999997,0.031128637,0.150730159,0,89,0,0.236780785,0.0,0.285695133,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1112,1112,806030,0.14928170300000002,-2.7539999999999996,6.839890446,0.26012058600000004,1,0.0,-0.458225668,0.05081826,18.79371362,0,105,0,32.01981051,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1113,1113,806085,13.44598627,4192.0,0.0,0.9674559340000001,0,0.083420548,-0.065978066,0.010543178,1.4811953219999998,0,60,0,0.0,0.0,0.082698121,0,2.197224577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1114,1114,806129,-0.12443007800000001,-0.028999999999999998,-3.402952281,0.20385051,1,0.0,0.011325028000000001,0.080407701,1.972688478,0,90,0,2.100792752,0.038505096,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1115,1115,806172,1.507183678,-0.6729999999999999,-2.375293495,0.821887461,1,0.0,-0.17656180800000001,0.001772264,31.70721393,0,92,0,0.0,0.0,0.0,0,0.693147181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1116,1116,806514,1.9626267869999998,0.318,-4.323821206,0.44787861799999995,0,0.009610054,-0.163810059,0.049592582,1.0995165390000001,0,89,0,0.0,0.0,0.0,0,1.791759469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1117,1117,806888,1.514027728,-4.939,0.550090162,0.24510451,1,0.0,-0.891089109,0.59779978,15.33060332,0,122,0,14.89548955,0.347414741,7.45e-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1118,1118,807144,1.764902015,-16.578,8.618124159,0.498373566,1,0.0,-0.5243965070000001,0.18164697800000001,5.051706485,0,92,0,0.0,0.0,0.0037936640000000004,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False
1119,1119,807364,3.57992917,-3.9730000000000003,0.0,0.491037328,1,0.0,-0.095285886,0.014412757,1.2381552279999999,0,81,0,0.05773466,0.017618689,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1120,1120,807397,1.845142246,-4.388,1.138438262,0.864749565,1,0.0,-0.16432295800000002,0.24269236800000002,10.40455607,0,105,0,1.53499763,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1121,1121,807707,6.220309812999999,27.229,-4.34699976,0.33568256700000004,1,0.0,-0.010623256000000001,0.012788873000000001,0.626380748,1,90,0,0.045493865999999994,0.137810002,0.014556716,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1122,1122,807732,0.649195293,-1.4680000000000002,3.5679438880000003,1.07523511,1,0.0,-0.60815047,0.502089864,-274.6875,0,104,0,0.0,0.0,0.096164695,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1123,1123,807863,2.0507848319999997,-1.4340000000000002,-3.5133819269999997,0.37098019,1,0.0,-0.233856445,0.069076409,9.522494887999999,1,90,0,1.43053769,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1124,1124,807877,5.177143589,-40.647,0.52288573,0.8833137670000001,1,-0.576071308,-0.035157132,0.000321714,0.199530812,0,102,0,0.072758161,0.0,0.0,0,0.693147181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,True,True,True
1125,1125,807884,5.935510408,-1.73,-1.783609003,0.52817972,1,0.0,0.082147777,0.012230556,0.604505262,1,89,0,0.07993749900000001,0.032490555,0.029074577999999997,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1126,1126,807904,1.0331844829999999,-0.149,-4.115483485,0.22348754399999998,1,0.0,0.158718861,0.087900356,4.116773602,0,90,0,5.260854093,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1127,1127,808013,1.704202489,-2.415,-2.354997934,0.32253956699999997,1,0.0,-0.361469893,0.026378024,1.6093984959999998,0,92,0,6.63907586,0.172821539,0.19761362100000002,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1128,1128,808015,0.255417112,-1.781,1.9242037369999998,0.229279628,1,0.0,-1.176607281,0.140201394,9.803316582999999,0,90,0,7.749031757999999,1.839659179,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1129,1129,808219,3.297502145,-1.3530000000000002,-0.284710891,0.8324644109999999,1,0.0,0.027213902999999998,0.029099649,2.089362172,1,84,0,0.0,0.0,0.022377638,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1130,1130,808220,2.515597497,-5.845,-2.125466112,0.44076289,1,0.0,-0.704137708,0.086875707,2.3008092490000003,1,90,0,0.0,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False
1131,1131,808310,2.59853291,0.036000000000000004,-2.9359742339999997,0.46184171399999996,1,0.0,-0.075870277,0.177179411,3.706703525,0,99,0,0.504165427,0.0,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1132,1132,808326,6.00030783,-12.288,-1.764123133,0.511521411,1,0.0,-0.13077092699999998,0.176529477,1.545756289,1,89,0,0.091120621,0.0,0.0013152779999999998,0,0.693147181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1133,1133,808461,7.558516742999999,-36.0,3.172610329,2.0599895669999997,1,0.0,-0.044340115,0.0,0.0,0,74,0,0.0,0.0,0.477920059,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1134,1134,808464,2.365278162,-3.583,-2.166608848,0.556400864,1,0.0,-0.28646567100000003,0.0,0.6779800970000001,0,175,0,0.0,0.0,7.57e-05,0,0.693147181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1135,1135,808493,2.238046572,-1.023,-3.642831166,0.44117333299999995,1,0.0,-0.064,0.103786667,0.673563657,0,92,0,0.205226667,0.02368,0.409541804,1,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1136,1136,808715,2.260512317,-2.687,0.0,1.043387568,1,0.0,0.676783479,0.021172299,-65.48004808,0,92,0,198.09188569999998,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1137,1137,809012,1.31801552,-0.674,-3.081215653,0.348233405,1,0.0,-0.123394004,0.460385439,2.543449692,1,90,0,0.0,0.0,1.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1138,1138,809023,9.876545349,-202.35,-1.169308203,0.838457034,1,0.0,0.042160737999999996,0.004684526,0.0,0,106,0,0.005561745,0.0010543780000000001,0.04357170900000001,1,0.693147181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1139,1139,809103,3.738740473,-1.405,-4.194695307,0.141776668,1,0.0,-0.052634083,0.111499584,14.96455493,0,138,0,1.006683315,0.0,6.45e-05,0,0.693147181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1140,1140,809875,4.30638672,-47.028999999999996,1.2537617,0.894717683,1,0.0,-0.21207463699999998,0.06045408,29.15199129,1,73,0,0.267756027,0.0,0.186692955,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1141,1141,810018,2.185714141,-10.83,1.629057224,0.865909857,1,0.0,-0.643138136,0.016297628,12.91517184,1,107,0,3.076655052,0.282679555,0.069786848,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1142,1142,810029,5.426244334,-13.493,-1.647730985,0.571084147,1,0.0,-0.102180436,0.121054669,1.49826854,1,62,0,0.18397318,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1143,1143,810084,2.283809938,-1.9169999999999998,-3.4870332760000005,0.099551661,1,0.0,-0.116670063,0.7013450170000001,8.072490664,0,126,0,0.829936825,0.0,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1144,1144,810130,1.577121311,-18.651,13.8516671,1.010121876,1,0.0,-1.163395993,0.001239413,-87.62448979999999,1,219,0,28.37017145,4.851476968,0.149422459,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1145,1145,810269,-0.659712404,-0.9470000000000001,3.9277086389999996,2.80270793,1,0.0,-1.413926499,0.19729207,0.0,0,104,0,51.27466151,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1146,1146,810270,0.0,-0.155,0.0,0.0,1,0.0,0.0,0.0,-30.20540098,0,136,0,0.0,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1147,1147,810370,-6.907755279,-0.049,216.75197599999998,167.0,1,0.0,-45.0,1.0,-13.26566265,0,27,0,73043.0,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1148,1148,810829,2.231626004,0.9359999999999999,-2.7026603839999996,0.607622115,1,0.0,-0.01610306,0.021792807,10.98467852,0,88,0,5.931615674,0.0,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1149,1149,810932,3.89334974,-7.462000000000001,-3.3285598739999998,0.562649007,1,-1.22644771,0.055853285999999995,0.008252674,3.8821366999999998,0,110,1,91.7385838,0.0,0.120559051,0,1.386294361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1150,1150,811036,-1.02443289,-0.511,2.079525433,0.515320334,1,0.0,-0.06406685200000001,0.0,7.916666667,0,92,0,19.6908078,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1151,1151,811211,3.8643232469999997,-0.915,0.0,0.95122821,1,0.0,0.0,0.053218938,1.090322581,0,92,0,0.081139477,0.0,0.19006147,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1152,1152,811212,1.90731781,-5.818,-0.384254111,0.15486265800000001,1,0.0,-0.640237565,0.120267261,7.898330991,0,89,0,4.720861173,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1153,1153,811240,1.886918122,-3.728,-0.7632903670000001,0.8398242159999999,1,0.0,-0.572510987,0.30337929999999996,30.91939451,0,92,0,2.990453099,0.0,0.001868254,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1154,1154,811271,-0.8187104040000001,-1.704,15.45312021,1.575963719,1,0.0,-4.303854875,0.151927438,-67.58976378,0,106,0,92.42857143,0.022675737,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1155,1155,811419,2.4062241280000003,-2.234,-3.4273050460000003,0.6742697440000001,1,0.0,-0.035070321,0.000450775,4.549211182,0,89,0,1.085647313,0.0,0.140592103,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1156,1156,811522,-0.727738625,0.46,-8.65632358,0.17184265,1,0.0,-0.072463768,0.98136646,0.0,0,184,0,19.96480331,0.0,0.0,0,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1157,1157,811596,7.9170626529999995,-459.4,-1.774644352,1.117578452,0,-0.076874757,0.091044939,0.055873455999999995,-0.40524116600000004,0,102,0,0.029298757,0.0,0.0,0,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1158,1158,811779,0.525911261,-3.173,4.325549935,1.468676123,1,0.0,-0.248817967,0.243498818,-2.333291299,1,105,0,49.14066194,0.0,0.04797459900000001,0,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1159,1159,811830,10.41804013,-30.241999999999997,0.0,0.937618726,1,0.0,0.0,0.028250396,0.881742768,0,87,0,0.007543414,0.0,0.309965031,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1160,1160,811933,1.73993972,-1.28,-3.326321425,0.637177462,1,0.0,-0.311040899,0.018255221999999998,0.8737300440000001,0,89,0,0.8804634020000001,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1161,1161,812074,9.244084577999999,-269.7,-1.0617726809999999,0.801231727,1,0.0,0.035269549,0.022207827000000003,0.40100486399999996,0,92,0,0.015412252,0.377039988,0.5800661770000001,1,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1162,1162,812121,3.303621303,-0.18600000000000003,-3.62046743,0.309139686,1,0.0,-0.173679762,0.004226232,1.108979201,0,151,0,0.39675131399999997,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1163,1163,812128,5.641396302,-5.571000000000001,-2.0110386069999997,0.574197463,1,0.0,0.072143222,0.030664595,0.7951589379999999,0,83,0,0.048127413,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1164,1164,812149,-1.903808973,-0.162,0.5539802189999999,0.25503355699999997,1,0.0,-0.912751678,0.9530201340000001,11.7045045,0,91,0,58.12751678,0.0,0.11519089199999999,0,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1165,1165,812151,2.009153189,-0.248,-2.335501196,0.683787046,1,0.0,0.04358321,0.139600375,0.921119593,0,89,0,0.19552098699999998,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1166,1166,812152,-1.018877321,-0.10800000000000001,-3.347149584,0.011080332,1,0.0,-0.177285319,1.0,1.9803921569999998,0,89,0,2.2520775619999998,0.0,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1167,1167,812482,4.980835663,15.124,2.03198004,1.30308525,1,0.0,-0.073147614,0.047988956,-0.579097172,0,89,0,0.04226077599999999,0.6039589,0.056766066,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1168,1168,812491,5.408359407000001,-21.653000000000002,-3.878192095,0.092835868,1,0.0,-0.007986026,0.060515531,2.8077699000000003,1,94,0,0.05647101,0.010803305,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1169,1169,812551,0.456158222,-1.7080000000000002,0.522590254,0.131178707,1,0.0,-0.593789607,0.475285171,6.222684172,0,89,0,9.833333332999999,0.0,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1170,1170,812555,0.732848547,-1.421,4.54810796,2.420951466,1,0.0,0.016338299,0.004324844,-1.638484951,0,123,0,2.1249399330000003,0.053820279000000006,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1171,1171,812708,6.220987705,-361.3,5.157789363,1.368839428,1,-0.58320749,0.0057631159999999996,0.0,-0.021253233,0,86,0,0.0,0.0,0.054451581,0,2.197224577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1172,1172,812796,2.615130495,-4.796,-2.636551199,0.228473188,1,0.0,-0.252395932,0.792376911,1.2082306090000001,1,92,0,1.532226205,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1173,1173,812880,1.121025884,-0.188,-3.926459615,0.344850065,1,0.0,0.22229465399999998,0.39537157799999995,0.174079602,1,92,0,3.622881356,0.0,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1174,1174,812914,5.048797755,-0.027000000000000003,0.0,0.659498829,1,0.0,0.033670227999999996,0.178586325,0.149376201,0,107,0,0.018718516,0.030051015,0.002870628,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1175,1175,813298,5.608526293,-12.061,-1.518133348,0.6896517590000001,1,0.0,0.043865630999999995,0.015322173,2.830118731,1,75,0,0.0,0.0,0.02075242,0,0.693147181,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1176,1176,813565,3.24157621,0.474,-2.972048669,0.670016423,1,0.0,-0.512082584,0.003558301,0.0,0,108,0,0.630679596,0.300969735,0.760541082,0,0.693147181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1177,1177,813619,4.387785023,-6.18,-2.1258634030000003,0.749720365,1,0.0,0.019711168,0.000758122,1.102572251,0,99,0,0.103551987,0.021252267999999998,0.013635123999999998,1,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1178,1178,813639,2.184702052,-0.7559999999999999,-3.956670802,0.043541854000000005,1,0.0,-0.038928893,0.03780378,1.674050112,0,196,0,4.90740324,0.0,1.0,0,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1179,1179,813716,1.529745144,-4.18,4.687394175,1.937188651,1,0.0,-0.030539311,0.0023824989999999997,-9.632539866,0,128,0,34.86051549,0.034221356,0.0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1180,1180,813747,1.7984040119999998,-0.894,-3.670281232,0.961258278,1,0.0,-0.203807947,0.299337748,177.9978632,0,68,0,5.106291391,0.22847682100000002,0.04938497,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1181,1181,813781,7.557926062999999,-304.082,0.534926496,1.280669649,1,-0.427240558,-0.003478841,0.016547591,-0.015226156000000001,0,141,0,0.014292738000000001,0.522994799,0.0,0,1.098612289,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True
1182,1182,813811,7.831820114,-384.671,-1.478728684,0.86374102,1,0.0,0.055513152999999996,0.061773495,0.0,0,181,0,0.135756105,0.014942185,0.0015198129999999998,0,0.693147181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1183,1183,813828,11.32232292,-816.1,-3.422965563,0.334425944,1,0.0,0.028111429,0.011307248999999998,1.271975799,0,87,0,0.022212784,0.041426032,0.02035468,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1184,1184,813945,5.881317595,6.182,-1.018619801,0.7083853179999999,1,0.0,-0.052310895999999996,0.054116740999999996,0.380178025,0,91,0,0.041852624,1.164091872,0.0,0,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1185,1185,814008,1.54457934,-6.361000000000001,1.9894266859999998,0.469270166,1,0.0,-1.317328212,0.017498933,37.02774427,1,108,0,7.802816901,0.0,0.128012566,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1186,1186,814050,1.871802177,-8.977,2.0840627869999997,1.320153846,1,0.0,-0.08969230800000001,0.033230769,-2.431475252,0,141,0,2.222,0.153846154,0.0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1187,1187,814052,11.17523058,-5847.275,-2.307294073,0.667717503,1,0.0,0.0,0.007993828,0.0,0,181,0,0.02315579,0.066811279,0.029138288999999998,0,0.693147181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1188,1188,814055,3.1892822219999997,-1.7409999999999999,-4.025033318,0.148778377,1,0.0,-0.592847431,0.49829014,0.915343659,0,92,0,0.804993614,0.0,0.036411007,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1189,1189,814057,0.840704745,-0.159,-4.07343457,0.078947368,1,0.0,-0.056514235999999995,0.540120794,0.502857143,0,92,0,1.467213115,0.0,0.002063306,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1190,1190,814139,3.1071394710000004,-0.878,-2.289154547,0.586796082,1,0.0,-0.00384667,0.003980856,0.554405716,0,74,0,0.138211746,0.0,0.001056701,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
