,Unnamed: 0,cik,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year,bankruptcy,rf_pred,log_pred
4364,82624,1080014,4.831899301,-70.583,-1.459186796,0.459605098,1,0,-0.252501016,0.284960422,0,1,162,0,0.421876619,0,0.001584347,0,0.693147181,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,FALSE,FALSE,FALSE
4363,82162,1076881,3.597504023,-5.356,-2.924047703,0.93749144,1,0,0.326019667,0.532226696,0,0,324,0,0,0,0,0,0.693147181,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,FALSE,FALSE,FALSE
4362,80735,1070699,3.557716683,-22.954,-1.102095153,0.999201893,1,0.037737868,-0.374853918,0.477154177,1203.928571,0,105,0,0,0,0.002661642,0,1.609437912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,TRUE,TRUE,FALSE
4366,83467,1083706,-0.685179011,-0.543,0.52468165,1.841269841,1,0,-0.60515873,0.009920635,-24.67122642,0,89,0,49.71825397,0,0.072947343,0,0.693147181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,FALSE,FALSE,FALSE
4371,85187,1089575,1.040630006,-3.333,0.97595195,2.033910279,1,0,-0.544330625,0.000353232,-4.426238469,0,89,0,18.92087602,9.269869304,0.341814254,0,0.693147181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,FALSE,FALSE,FALSE
4631,105822,1290476,5.077078251,0.862,0,0.906521943,1,0,-0.004541343,0.022719192,1.363977311,0,91,0,0.011571691,0.03215745,0.114543683,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4639,106578,1298093,2.543175558,-1.664,-4.051443251,0.010220126,1,0,-0.055424528,0.188286164,5.96056394,0,187,0,4.252279874,0,0.094622302,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4632,105853,1290864,5.480230507,-106.167,-0.133887615,0.796967095,1,0,-0.491504864,0.24321598,0,1,140,0,0,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4633,106004,1292900,6.512309806,18.101,-1.914492706,0.624433455,1,0,-0.001848882,0.102732484,2.219937604,0,90,0,0,0,0.145809088,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4634,106032,1293200,6.650357959,-37.002,0,0.511268839,1,0,0.010721017,0.078811375,0,0,90,0,0.051354292,0.755424216,0.033663284,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4635,106169,1294538,6.432980285,-16.784,-2.916590915,0.375714802,1,0,0.007072063,0.127662071,1.740964563,0,83,0,0.048674892,0.12171858,0.026563174,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4636,106177,1294632,7.452495834,-32.425,-1.250853439,0.659736533,1,0,0.047593003,0.057306133,0,0,78,0,0,0.001318902,0.040062947,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4637,106197,1294662,2.281667845,-1.514,-3.662449998,0.065761258,1,0,-0.069743694,0.334933115,4.792130287,0,386,0,3.444603288,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4638,106259,1295721,9.146974496,-880,-2.376840045,0.964308545,1,0,-0.007031749,0.173875986,9.425830746,0,80,0,0.010848285,0.108992116,0.002530493,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4644,106804,1300050,1.704566258,-1.183,-3.4027,0.114384434,1,0,-0.176759411,0.031460266,1.299301848,0,196,0,8.610474632,0,3.65E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4641,106676,1299109,5.493345354,-45.075,3.025968126,1.257535926,1,0,-0.089995022,0.043214067,0,0,89,0,0,0.259321427,1,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4642,106769,1299803,2.144409658,-0.536,-2.632091983,0.928663465,1,0,-0.06161415,0.320018742,0,0,51,0,0,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4643,106774,1299951,6.545974465,-101.524,-1.617929645,0.64145254,1,0,-0.038684156,0.011497125,0.682696782,0,181,0,0,0,0.00061963,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4645,106957,1301357,2.972617166,-4.621,-3.337672395,0.052653124,1,0,-0.169625953,0.89290283,0,1,418,0,0.459755411,0,6.01E-05,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4646,107001,1302028,2.475277101,-3.454,0.401255996,1.32048801,1,0,-0.167690366,0.000504838,0,0,133,0,0.4101809,0,0.446616183,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4647,107033,1302177,0.352064331,-0.926,-0.460929536,0.239099859,1,0,-0.658931083,0.930379747,0,0,216,0,6.658227848,0,1,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4648,107362,1305409,2.614984168,-12.023,-0.36540215,0.265530109,1,0,-0.888417356,0.36972269,0,1,343,0,0.121972635,0,0.00014515,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4630,105407,1288382,2.342382563,-1.571,-3.657432185,0.487795503,1,0,-0.028445128,0.105708245,8.814258912,0,202,0,2.738612339,0.379588699,0.135198267,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4649,107436,1306900,1.867021537,-1.271,-3.49487192,0.034317514,1,0,-0.125212552,0.380120575,3.244741476,0,236,0,4.304529294,0,0.769080078,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4640,106610,1298675,6.653990136,-32.347,0,0.522548764,1,0,0.045030508,0.036713435,1.749088386,0,90,0,0.073478426,0.299606637,0.182617907,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4629,104635,1281774,5.952648352,-3.905,1.556885367,1.304121153,1,0,0.148464931,0.14945513,0,0,187,0,0.003402024,0,0.000781146,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4617,103378,1266719,-2.364460497,-0.012,-3.7755,0.255319149,1,0,-0.255319149,0.989361702,0,1,90,0,176.5957447,0,0.916572169,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4627,104419,1278739,6.316783748,-21.477,-3.105374251,0.714421919,1,0,-0.010366764,0.049679571,1.005880493,0,76,0,0,0,0.002401628,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4650,107465,1307111,4.020518602,-0.277,-4.437397159,0.024816078,1,0,0.022519289,0.730432442,0,0,181,0,1.753848914,0,0.000183393,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4608,101349,1215546,3.26438442,-1.34,-4.139239176,0.037379606,1,0,-0.007147225,0.31122917,5.566290796,0,90,0,5.074835652,0,3.18E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4609,101368,1216199,-0.164874643,-1.326,18.53138056,3.436320755,1,0,-1.212264151,0.704009434,0,1,112,0,4.670990566,1.935141509,0.013576412,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4610,101519,1221715,5.955427959,-52.94,-2.469590056,0.593846704,1,0,-0.207934854,0.051150471,6.836075323,0,90,0,0.075582751,0,0.00060774,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4611,101575,1222761,3.491951745,-20.041,-1.631102119,0.073394216,1,0,-0.611202435,0.941369863,0,1,112,0,0,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4612,101770,1226616,3.984697093,-48.273,-0.364558243,0.048652569,1,0,-0.25192955,0.721623984,0,1,81,0,1.838531496,0,0.014395559,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4613,101824,1227282,-2.63108916,-0.695,39.21070476,0.486111111,1,0,-6.208333333,0.722222222,93.79189189,0,115,0,153.5416667,0,0.030077587,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4614,101913,1228068,6.222217077,-4.596,-2.747780395,0.499735024,1,0,0.063824508,0.004477799,2.630483687,1,125,0,0.078159021,3.204680649,0.091083867,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4615,102669,1258021,3.368467557,-8.547,-3.025508085,0.192257353,1,0,0.434800579,0.642591445,5.914207743,0,196,0,0.503891989,0.688847558,9.87E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4616,103238,1264242,6.888300251,-54.581,0,0.560625573,1,0,0.134108876,0.033418882,1.215285826,0,90,0,0.071321144,0.019975875,0.002485556,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4618,103634,1269132,4.562179174,-16.032,-3.588970401,0.287216051,1,0,0.001179639,0.362431101,1.588940963,0,213,0,0.262955153,0.18268749,0.026111542,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4619,103860,1272830,4.916273331,-69.921,-2.034313562,0.373975222,1,0,-0.282798385,0.315246936,0,0,404,0,0.012029921,1.816005216,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4620,103942,1273801,6.983187374,-1.245,0,0.837013957,1,0,-0.764220337,0.044264849,0,0,285,0,0.028251495,1.028880234,0.011976927,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4621,103954,1273813,7.89878644,182.788,0,0.432959999,1,0,-0.016547445,0.006302127,0.968851907,0,81,0,0.027751186,0,0.001090117,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4622,103998,1274150,4.707934334,-21.72,0,0.331312092,1,0,0.002824323,0,0.679518528,0,107,0,0.283659529,0,0.006412543,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4623,104048,1275011,3.795601542,-3.398,-4.01508909,0.176766655,1,0,-0.072553646,0.22743512,1.774024237,1,224,0,1.313178295,0,5.42E-05,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4624,104098,1275229,0.200488861,-2.337,4.189071225,0.022094926,1,0,-0.784779051,0.573649755,7.269707113,0,95,0,13.56055646,0,0.02869321,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4625,104276,1276721,5.925623845,-26.033,-0.140552343,0.905455633,1,0,0.019233029,0.039945316,0,0,91,0,0,0.033718546,0.011444234,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4626,104391,1278384,5.115277552,-3.27,0,0.702606471,1,0,-0.000468336,0.015455097,1.076822128,0,90,0,0.064047986,0.459257747,0.146555256,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4628,104566,1280452,4.28198528,-3.719,-4.133595269,0.11666943,1,0,0.123894783,0.442349138,4.034959884,1,90,0,0.402796198,0,0.030422857,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4651,107724,1309710,-4.605170186,-0.036,11.90545,1.6,1,0,-2.8,0.3,0,1,118,0,2767.9,0,0.024168454,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4679,110285,1336917,4.709322973,16.322,-4.677703514,0.748335241,1,0,-0.079755265,0.009776801,0,0,238,0,0.418311902,0.035538895,0.01614343,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4653,107834,1311538,3.759477703,-12.528,-0.860828188,0.617597726,1,0,-0.310557704,0.132227554,0,0,182,0,0.072380376,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4678,110183,1335260,2.317966195,-3.254,-1.586624713,0.40295421,1,0,-0.196159527,0.283308715,0,0,408,0,0,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4680,110355,1337223,-3.442019376,-0.374,110.5102225,12.6875,1,0,-6.78125,0.71875,0,1,405,0,0,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4681,110420,1337966,4.444555325,12.731,-4.987246681,0.828139311,1,0,-0.138101501,0.083147413,0,1,563,0,0,0,6.30E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4682,110557,1339455,2.609996261,-13.598,0.159758436,0.244503272,1,0,-0.804617987,0.943819398,0,1,280,0,1.326935804,0,0.001956546,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4683,110577,1339605,6.012905537,-13.737,0,1.081484037,1,0,0.013798453,0.008216919,0,0,287,0,0,1.508599869,0.139517883,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4684,110638,1340122,5.762698972,8.97,-0.650956587,0.891535672,1,0,-0.001923282,0.056840537,0,0,320,0,0,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4685,110665,1340282,6.486965343,-10.396,-4.26510497,0.659647418,1,0,0.191309434,0,0,0,368,0,0.076164307,0.495028392,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4686,110862,1342126,6.417847673,-31.595,0,0.991623727,1,0,-0.036761262,0.021079416,0,0,382,0,0,0.946655938,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4687,111045,1344413,4.238156264,-16.625,-3.088256486,0.079128176,1,0,-0.223527714,0.270178984,0,1,389,0,0.027713626,0.071059469,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4688,111058,1344596,5.877287502,1.921,-1.839238582,0.621611927,1,0,-0.047870194,0.019456899,0,0,347,0,0.03123809,0.089261294,0.097136324,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4689,111155,1345564,3.701351356,-0.714,-4.327730793,0.018443534,1,0,-0.007456422,0.004419535,3.347591498,0,409,0,1.327119648,0,1.96E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4690,111230,1347022,-1.262308381,-2.011,27.72616233,15.17667845,1,0,-5.551236749,0.081272085,0,0,363,0,19.63250883,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4691,111244,1347178,2.876498186,-9.474,-1.851463229,0.101847679,1,0,-0.485297431,0.9158968,0,1,363,0,0.005576836,0,0,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4692,111395,1349426,3.208219245,-6.604,1.228343927,2.460561957,1,0,0.09626036,0.22191227,0,1,383,0,0.440105114,0.287042652,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4693,111628,1353123,0.311154429,-0.866,-1.343759461,0.432234432,1,0,-0.305494505,0.725274725,9.308645161,0,790,0,28.94871795,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4694,111913,1356104,3.251226842,-8.888,-2.761296976,0.444311053,1,0,-0.22217489,0.268608164,0,1,636,0,0.296452637,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4695,114324,1380180,4.450210846,-37.232,-1.727271193,0.256956039,1,0,-0.353120439,0.298207718,0,1,759,0,0.827217,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4696,114445,1381640,4.66449514,-0.513,-4.310113863,0.224715395,1,0,0.026142189,0.052180715,0,0,710,0,1.570670612,0,7.01E-05,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4607,101002,1205727,4.597168256,-11.456,0.247367845,0.945666966,1,0,0.139884883,0.23043658,0,0,136,0,0.267733839,0.007469532,0.011389279,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4677,110119,1334978,8.564254815,-155.38,-2.431734985,0.467088207,1,0,0.093970864,0.007240696,0,0,222,0,0.066827223,0.020721692,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4676,110027,1334036,2.786491627,-1.494,-3.317438498,0.771388067,1,0,0.047892012,0.064965483,0,0,270,0,1.075567061,0.123828895,0.039145453,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4675,109992,1333763,2.410631997,-3.017,-3.187983434,0.05385513,1,0,-0.221613859,0.985279598,0,1,230,0,1.111480118,0,0,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4674,109910,1333170,3.236912187,-14.842,-0.734965056,0.271459438,1,0,-0.596032214,0.221528187,0,0,200,0,0.831938715,0,0.00328244,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4654,107871,1311967,4.110431143,-8.594,-3.716782272,0.133337707,1,0,-0.116576189,0.225148836,0,0,105,0,2.807914979,0.098404212,0.000331112,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4655,108015,1314475,3.309045542,-11.627,-2.115383221,0.616689206,1,0,-0.059797507,0.155890201,0,1,391,0,1.105340107,0,0.011407096,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4656,108051,1314822,6.93798279,-5.981,0.650274273,1.002856342,1,0,0.136988946,0.036827792,0,0,27,0,0,0,0.002116058,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4657,108117,1315695,8.594061636,-216.1,-0.606488875,0.872302991,1,0,0.033206778,0.02061302,0,0,133,0,0.013681452,0.066858042,0.030090656,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4658,108172,1316644,0.69214668,-2.389,0.967676653,0.043043043,1,0,-0.844844845,0.959459459,0,0,308,0,2.793293293,0,0.036196343,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4659,108370,1318310,5.356803232,-99.273,5.788680546,1.585410713,1,0,-0.472204144,0.094936948,0,0,147,0,0.232737236,0.231553531,0.053041479,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4660,108377,1318482,0.452348694,-0.072,-3.562944381,0.59351145,1,0,0.121501272,0.047073791,17.18247261,0,123,0,17.03307888,0,0.174955199,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4661,108395,1318545,5.016816153,-7.262,0,1.055005632,1,0,0.065030146,0.024812827,-0.560455312,0,97,0,0.02524349,1.131213145,0.038626489,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4662,108487,1319161,8.53503311,-270,-2.046562686,0.903143418,1,0,0.079960707,0.109037328,0,1,162,0,0.029166012,0.185854617,0.037439286,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4652,107767,1310663,7.211641601,-29.268,-0.536540233,0.835963737,1,0,0.038473487,0.011075813,0,0,175,0,0.029212281,0.040586961,0.001309829,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4663,108516,1319197,3.586015819,-33.981,0.766912136,0.777999446,1,0,-0.768024383,0.365475201,0,1,110,0,0.718509282,0,0.001667794,1,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4665,108667,1320947,5.32894356,177.591,-7.251850814,0.712860052,1,0,-0.065876249,0.003782368,0,0,237,0,0.075434003,0.048491902,0.002896392,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4666,108688,1321560,4.277207639,-0.269,0,0.620872028,1,0,0.010980164,0.034578492,0,0,132,0,0.168478185,0.95642638,0.004983514,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4667,108851,1322734,0.015873349,-27.362,128.5740742,18.98622047,1,0,-2.274606299,0.191929134,0,1,118,0,17.70669291,1.584645669,0.001127258,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4668,108858,1322866,1.650003874,-1.062,-3.445635747,0.070866142,1,0,-0.085461878,0.519108892,0,0,404,0,10.47570578,0,0.114800157,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4669,108916,1323468,5.973712915,17.309,-1.749413421,0.941057914,1,0,-0.208551972,0.008413027,0,0,130,0,0.02871779,0.485288654,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4670,109012,1323974,4.987469016,2.524,-4.378402289,0.724586361,1,0,-0.094763416,0.000191042,0,0,204,0,0.07215911,0.005703954,0.017838679,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4671,109512,1328644,3.62976619,10.028,-1.74112946,1.717775302,1,0,-0.175578188,0.008328029,0,0,154,0,0,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4672,109513,1328650,4.501397298,-2.766,-3.173736275,0.436417692,1,0,0.026224998,0.012635479,0,0,396,0,0.256980575,1.330663501,0.025727436,0,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4673,109650,1329919,2.976447512,-2.601,-2.871903013,1.148231216,1,0,0.105362422,0.385054542,0,0,166,0,0.80563768,0.274645734,0.00139573,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4664,108645,1320854,5.253021839,-24.86,-2.242276409,1.130305583,1,0,-0.009505972,0.058662886,0,0,249,0,0.065762283,0,0.043553028,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4606,100630,1196298,2.502009558,-7.596,-1.545569377,0.209388056,1,0,-0.642172524,0.30466126,5.952626671,0,90,0,1.008683542,0,0.000541418,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
4588,95093,1138400,3.535291116,-1.043,-4.222738328,0.152339309,1,0,-0.192566681,0.865325754,0,0,406,0,0.046931934,0,0,0,0.693147181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,FALSE,FALSE,FALSE
