,Unnamed: 0,cik,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year,bankruptcy,rf_pred,log_pred
3169,87831,1097452,0,-0.002,0,0,1,0,0,0,-21.11428571,0,46,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3111,86637,1094238,4.648727636,-20.942,-3.466532395,0.09671428,1,0,-0.210690078,0.229119596,1.751194489,0,89,0,0.331396239,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3110,86632,1094231,-2.273026291,-3.108,138.2634078,23.7184466,1,0,-14.61165049,0,-0.102649573,0,106,0,143.7475728,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3109,86593,1094089,1.239822457,-4.195,1.21190914,0.538639653,1,0,-0.378581766,0.006078148,117.4719573,0,92,0,11.26251809,0.085962373,1,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3043,85160,1089525,-5.80914299,-1.395,2093.743959,98,1,0,-114,0.333333333,-28.49484536,0,60,0,6071,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3044,85180,1089558,6.651964561,-188.218,-1.321533534,0.495672242,1,0,-0.11747324,0.438538352,1.436055037,0,92,0,0.207353959,0,0.029109786,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3045,85183,1089567,5.525572454,-36.59,-2.867212708,0.272943473,1,0,-0.16073776,0.209711987,5.463856273,0,90,0,0.205879775,0.035445963,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3046,85194,1089590,1.246744896,-3.188,0.298771663,0.988502443,1,0,-0.793331417,0.007760851,20.595,0,177,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3047,85196,1089613,8.004724218,-768.478,-3.206438224,0.018992185,1,0,-0.006332064,0.106719901,1.256452797,0,92,0,0.023696243,0,0.013060206,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3048,85216,1089695,7.226824094,-66.984,-2.393696078,0.434007876,1,0,0.130125755,0.02116734,0,0,183,0,0.135337094,0.198305624,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3049,85225,1089717,5.42439039,-55.641,-3.284921926,0.086061365,1,0,-0.171117762,0.104952991,1.428744912,0,92,0,0.420014722,0,0.006120738,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3050,85250,1089754,7.794342806,-661.807,-2.186749871,0.199295049,1,0,-0.07842234,0.037680781,0.114432131,1,88,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3051,85291,1089872,3.881089459,2.649,-3.898288906,0.378096829,1,0,-0.03576954,0.176970522,5.567596524,1,86,0,0.288425439,0,0.005810614,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3052,85310,1089874,5.853511967,-10.254,-3.907269948,0.177715407,1,0,0.051983608,0.166130014,0.43785991,0,75,0,0.071142411,0.009470349,0.006552995,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3053,85317,1089907,6.887679094,-3070.873,9.803361029,0.082307953,1,0,-0.092587264,0.077747305,1.202507749,0,92,0,0.019792394,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3054,85338,1089925,5.726929177,-9.653,-4.176240117,0.152277502,1,0,-0.017047472,0.502203404,16.00172666,1,46,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3055,85339,1089932,3.575990672,-4.745,-3.610380656,0.100755668,1,0,-0.046935348,0.811978729,0.533734827,0,67,0,0.178589421,0.008396306,0.005658283,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3056,85358,1089979,3.051261583,-311.67,62.17402311,0.533818939,1,0,-4.670986662,0.020527859,0.175700081,0,107,0,0.289423896,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3057,85364,1090009,4.117865757,-0.662,0,0.845754379,1,0,0,0.015155955,1.077182058,0,89,0,0.018721104,0,0.026239746,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3058,85534,1090156,2.823697625,-27.271,2.968185781,0.450204882,1,0,-1.693865431,0.240275551,1.580578959,1,92,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3059,85552,1090215,6.398501752,-35.974,-4.127912085,0.056301419,1,0,-0.03870577,0.604673647,3.944309746,1,88,0,0,0,0.007570386,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3060,85553,1090309,1.789590452,-7.999,3.507682859,1.100885251,1,0,-0.861032237,0.000835143,-35.66291391,0,184,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3061,85554,1090403,3.952089515,-17.226,-2.852033556,0.303685343,1,0,-0.260164476,0.555722081,2.791481553,0,92,0,0.61232803,0,0.00543647,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3042,85141,1089511,6.811558206,-25.205,-0.378778218,0.762871786,1,0,0.053060438,0.068146011,1.059258056,0,73,0,0.036575524,0,0.062844363,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3041,85105,1089443,4.95919462,-15.845,-3.978821464,0.026333705,1,0,-0.084875666,0.508524063,1.938105055,0,81,0,0.119463219,0,0.029321293,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3040,85017,1089026,3.572766897,-29.332,-0.625379641,0.518040152,1,0,-0.652365576,0.447985399,0,0,92,0,0.930703355,0,0.004988602,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3039,85012,1088893,6.435117784,-4.76,-1.181514243,0.854879074,1,0,-0.024204467,0.000662543,0,0,92,0,0,0.560706883,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3019,84709,1087875,3.372454913,-39.24,2.07077011,0.665797599,1,0,-0.873310463,0.241578045,4.012831041,1,92,0,1.341132075,0.819176672,0.011395427,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3020,84728,1087955,4.142038888,-23.557,-2.303027246,0.254024249,1,0,-0.229044509,0.271185902,0.949702844,0,88,0,0,0,0.007445115,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3021,84735,1088024,3.515567191,-24.382,-0.780820852,0.298379664,1,0,-0.33735692,0.478489669,0.208953769,1,92,0,0.43020663,0,0.000271669,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3022,84737,1088033,6.280717884,-25.078,0,0,1,0,0.048463791,0.047091574,0,0,92,0,0.167036086,0,0.016240729,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3023,84749,1088034,2.72726442,-20.008,1.680483341,0.279903211,1,0,-0.722254921,0.403636126,3.613704477,0,89,0,1.343208423,0,0.00486095,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3024,84772,1088120,-0.010050336,-6.264,32.15737235,8.378787879,1,0,-2.145454545,0.055555556,-0.962368241,0,86,0,25.85656566,2.988888889,0.244023881,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3025,84832,1088199,0,-0.017,0,0,1,0,0,0,0,0,144,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3026,84849,1088211,-1.660731207,-0.185,3.000321053,0.647368421,1,0,-0.894736842,0.436842105,0,1,84,0,51.65789474,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3027,84862,1088212,0,-0.031,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3062,85566,1090425,8.19912696,-94.105,-1.511716573,0.535579873,1,0,0.048821353,0.019885793,2.218188883,0,82,0,0.027355198,0.038485084,0.494353039,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3028,84865,1088213,-0.933945667,-1.092,10.30970094,1.692111959,1,0,-0.773536896,0.017811705,-12.10073529,0,92,0,29.6870229,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3030,84900,1088348,4.614734304,-18.265,0,0.748972375,1,0,-0.068650271,0.261506919,0.860728378,0,88,0,0,0,0.002282613,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3031,84928,1088436,-6.214608098,-0.008,13.71066667,3,1,0,-3,0,0,0,354,0,3752.5,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3032,84941,1088537,-0.398986142,-0.74,0.6390853,2.020864382,1,0,-0.156482861,0.108792846,-9.869781022,0,137,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3033,84942,1088570,4.589650374,-3.872,-4.162958408,0.15497664,1,0,-0.111497055,0.49765387,0.99415632,1,92,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3034,84950,1088664,-1.676646662,-2.896,67.14909842,14.8342246,1,0,-10.61497326,0.069518717,-2.788558175,0,107,0,57.56149733,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3035,84953,1088724,4.614625345,-10.674,-3.816845875,0.091936602,1,0,-0.113620604,0.818781575,2.208233972,0,89,0,0.242753839,0,0.020565883,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3036,84955,1088734,1.68769441,-2.796,-1.999725292,0.872387646,1,0,-0.244312928,0.052154614,10.55449275,0,81,0,25.54410949,0.165341224,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3037,84963,1088755,2.556529393,-20.441,2.813335636,0.652315569,1,0,-1.48592041,0.047474983,16.87150826,1,108,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3038,84980,1088825,5.465178356,-204.84,-0.400776983,0.4421119,1,0,-0.482493928,0.448954375,1.736696273,0,92,0,0.200623736,0.18470874,0.013654861,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3029,84880,1088242,4.514731123,-38.866,-2.408442167,0.16847832,1,0,-0.406828457,0.527568881,1.701273005,1,88,0,0,0,0.034005317,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3202,88375,1099800,6.992096427,-272,-0.979132303,0.595588235,1,0,0.125919118,0.025735294,2.366720455,0,86,0,0.054529412,0.165441176,0.064737169,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3063,85605,1090507,4.468227266,-22.492,-3.188287439,0.012155685,1,0,-0.062131602,0.033084104,3.175034246,0,103,0,0.201061902,0,0.001956929,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3065,85716,1091226,5.484689044,-48.811,-3.439619706,0.090632184,1,0,-0.019798816,0.127013703,2.706399281,0,86,0,0.139234938,0,0.00784799,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3090,86256,1093242,4.295201604,-9.114,-3.288859095,0.267359265,1,0,-0.11737358,0.327975241,1.966806856,0,92,0,0.321853655,0.167341541,0.004241471,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3091,86267,1093285,1.273125663,0.235,-4.639622991,0.564389698,1,0,-0.010638298,0.140537514,40.02088689,0,79,0,3.935890258,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3092,86288,1093430,-2.882403588,-0.001,-4.261678571,0.571428571,1,0,0,0.892857143,0,0,66,0,15.44642857,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3093,86304,1093432,-1.406497068,-0.425,3.474793321,0.224489796,1,0,-0.048979592,0.183673469,32.81315789,0,92,0,61.59183673,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3094,86309,1093434,7.892592116,-362.7,-3.045137182,0.169621364,1,0,-0.023843877,0.319862178,0.711250048,0,92,0,0.015636584,0.001927261,0.214723328,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3095,86379,1093677,-1.241328591,-0.533,3.982526626,0.674740484,1,0,-0.892733564,0.138408304,85.86489362,0,87,0,22.6816609,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3096,86390,1093691,5.016146745,-86.242,-1.578213355,0.110708153,1,0,-0.43422021,0.387929377,4.795713146,1,89,0,0.333642734,0,0.045261854,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3097,86409,1093709,4.938121947,-86.293,-1.536361426,0.275711787,1,0,-0.06818247,0.419001061,0.711986857,0,66,0,0,0,0.022471055,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3098,86435,1093802,5.61937135,-74.838,-3.110906991,0.424230005,1,0,-0.320307853,0.130072248,6.050678115,1,78,0,0.311440032,0.373405968,0.013519843,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3099,86438,1093818,0,-0.022,0,0,1,0,0,0,-479.1666667,0,93,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3100,86444,1093819,1.818563672,-4.068,5.409520107,1.280869706,1,0,-0.457569366,0.236410839,-5.525129983,0,88,0,1.217102061,0,0.009454879,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3101,86454,1093837,1.773255998,-6.325,0.498396623,0.300169779,1,0,-1.322750424,0.184380306,2.255895197,0,92,0,1.262988115,0,0.016594518,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3102,86473,1093986,0.739076112,-8.935,14.91232248,0.280324737,1,0,-1.394937918,0.291786055,5.069940279,1,88,0,3.14565425,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3103,86475,1093993,-2.617295838,-0.271,41.74230737,6.178082192,1,0,-2.835616438,0.315068493,-39.27354497,0,353,0,341.5342466,10,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3104,86479,1094005,5.050099567,-50.983,-2.920374027,0.05909458,1,0,-0.128834002,0.067650188,7.114826621,1,90,0,0.265050821,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3105,86498,1094007,3.742941412,-20.156,-1.894427646,0.401188954,1,0,-0.312656909,0.541873905,1.895396116,1,88,0,0.909904789,0,0.002514514,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3106,86512,1094012,1.873185835,0.032,-4.825834383,0.007067138,1,0,-0.031494853,0.463665694,1.218474393,1,90,0,0.460900292,0.049162698,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3107,86517,1094032,-0.551647618,-1.608,8.524744792,0.703125,1,0,-0.862847222,0.135416667,182.002924,0,105,0,23.85243056,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3108,86560,1094058,1.312916891,-5.45,2.518724071,0.917675545,1,0,-1.205811138,0.29244014,31.84509804,0,92,0,4.170836696,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3089,86255,1093221,3.661816535,-2.527,-2.866462801,0.346630022,1,0,-0.078778383,0.008245145,4.816527106,0,92,0,0,0,0.010371913,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3088,86239,1093193,5.226176689,-14.328,-4.029720215,0.06575129,1,0,0.014875322,0.111102752,0.683485864,0,92,0,0.160877042,0,0.0059936,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3087,86144,1092804,0.915490412,-1.274,-0.39825275,0.519215372,1,0,0.099279424,0.014811849,1.280432973,0,107,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3086,86126,1092796,-0.610645959,-2.542,24.51211392,1.583793738,1,0,-3.195211786,0.152854512,-8.547003155,0,92,0,54.66666667,27.62430939,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3066,85719,1091271,4.530694454,-24.502,-3.184571254,0.087833834,1,0,-0.207664049,0.435581699,0.636920987,0,92,0,0,0,0.04400715,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3067,85748,1091394,-0.705219762,-3.461,28.12318775,0.991902834,1,0,-4.020242915,0.437246964,720.875,1,89,0,31.29554656,2.024291498,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3068,85752,1091530,7.164888965,-51.873,-3.017239097,0.260795937,1,0,-0.028956448,0.173909581,0.85073351,0,74,0,0.057594311,0.146147053,0.075326102,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3069,85760,1091539,2.242622752,-1.63,-1.854117929,0.938521979,1,0,-0.232745806,0.000637078,4.049050086,0,143,0,3.982905075,0.251327246,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3070,85767,1091560,1.141352442,-3.972,1.480289771,1.051740658,1,0,-0.358990738,0.239220696,-283.5185185,1,92,0,4.869051421,0,0.004856285,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3071,85770,1091566,-0.701179352,-13.457,118.0783749,1.048387097,1,0,-10.43145161,0.046370968,-55.5,0,388,0,35.94758065,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3072,85794,1091596,1.354545663,-33.255,34.41464693,0.32,1,0,-1.147354839,0.546064516,10.25392789,0,106,0,3.303483871,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,TRUE,TRUE,FALSE
3073,85809,1091599,1.351702916,-4.629,2.770229907,0.560817805,1,0,-1.189182195,0.415890269,2.113553329,1,107,0,2.000517598,0.047877847,0.002386368,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3074,85821,1091621,4.680676466,-37.479,-2.738747394,0.16107675,1,0,-0.195450794,0.323562957,0.315059908,0,89,0,0,0,0.018276839,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3064,85640,1090659,1.543725369,-8.289,3.651256187,0.806706536,1,0,-0.1941478,0.053609569,4.287624309,1,106,0,4.95279795,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3075,85847,1091748,7.356152154,-83.3,0,0.679971899,1,0,-0.060097075,0.004598288,0,0,88,0,0.013767403,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3077,85944,1091938,-0.991553216,-0.083,-3.329478153,1.010781671,1,0,-0.07277628,0,-396.425,0,90,0,37.88140162,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3078,85960,1091973,6.97156541,-176.906,0.301619328,0.850355102,1,0,-0.05745621,0.001517042,13.25691232,0,75,0,0.063200706,1.047645629,0.003321505,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3079,85967,1091983,0.168053585,-2.122,9.891265791,1.754860524,1,0,-1.443786982,0,-9.36450168,0,92,0,20.29078614,1.68216399,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3080,85987,1092013,5.990076084,-22.038,-0.693575438,0.736319143,1,0,0.033208577,0.077700309,1.451149764,0,89,0,0.041933182,0.014287324,0.006204596,1,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3081,86051,1092458,5.896469568,-42.258,-3.524118999,0.259301005,1,0,-0.034518118,0.065608067,2.266682997,0,92,0,0.124532991,0.032109877,0.025207524,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3082,86059,1092481,0.05259245,-3.795,26.02556037,3.839658444,1,0,-1.361480076,0.09772296,-1.005011694,0,107,0,0,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3083,86071,1092494,1.621959193,-4.928,0.259565117,0.296464547,1,0,-0.549081572,0.549279084,2.273834924,1,88,0,3.707288169,0.074659293,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3084,86089,1092657,7.32747563,-453.289,-2.830489446,0.106812458,1,0,-0.172904223,0.026481792,0.164438488,1,92,0,0,0,0.076282977,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,TRUE,TRUE,FALSE
3085,86120,1092739,2.086665387,-6.731,-0.060758685,0.455820303,1,0,-0.979399355,0.001241003,0,0,383,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3076,85924,1091893,3.777073465,-32.674,-0.818084572,0.250297565,1,0,-0.72923915,0.401872368,0.33524868,0,92,0,0,0,0,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3203,88398,1099918,1.565277017,-0.061,-2.030287539,0.830894649,1,0,0.070861204,0.118729097,0,0,191,0,0.987667224,0.43729097,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3204,88408,1099932,4.341126512,-1.486,0,0.869000182,1,0,0,0.036109592,0,0,80,0,0.020834961,0,0.011657752,0,0.693147181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
3205,88444,1099957,4.020769781,-2.348,-3.603568008,0.194711538,1,0,-0.016306688,0.054391504,1.321750947,0,195,0,0.656124426,0,0,0,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,FALSE,FALSE,FALSE
