,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,rf_model
220,3.74272823,-5.718,-3.7124338480000003,0.188164783,1,0.0,-0.034468055,0.271196077,12.12321272,0,90,0,1.6437116530000002,0.0,0.0,0,0.693147181,1,False
221,4.697849636,-7.785,-4.021410661,0.622435307,1,0.0,0.090975381,0.143458723,2.237044637,1,88,0,0.219029997,0.0,0.0,0,0.693147181,1,False
242,-0.918793862,-0.413,0.334315789,0.541353383,1,0.0,-1.072681704,0.0,43.60819672,0,123,0,25.61904762,0.0,0.0,0,0.693147181,0,False
241,3.724704987,-0.973,-4.245946419,0.11642827900000001,1,0.0,-0.064232133,0.041221448,17.97685357,0,90,0,0.5649678000000001,0.0,0.0,0,0.693147181,1,False
240,5.0753487999999995,-36.149,0.0,1.223698353,1,0.0,0.219505337,0.011016821999999999,-0.212645958,0,134,0,0.0,0.0,0.0,0,0.693147181,1,True
239,3.834277657,-13.794,0.0,1.204712495,1,0.0,-0.12875054,0.052637268,-2.50719113,0,105,0,0.0,0.0,0.0,0,0.693147181,1,False
238,7.357883952999999,-29.116999999999997,-1.570259482,0.652054747,1,0.0,0.07305577099999999,0.023273621,0.595686725,1,91,0,0.033207227,0.169587265,0.0,0,0.693147181,1,False
237,4.153477877,-6.824,-3.7253688560000002,0.20146100100000003,1,0.0,-0.044474118,0.13678422699999998,11.59332494,0,48,0,0.187447962,0.11321969999999999,0.0,1,0.693147181,1,False
236,2.876723487,-1.171,-3.22686338,0.24701509300000002,1,0.0,0.108019824,0.116692949,0.7747943159999999,0,90,0,0.195821131,0.002196441,0.0,0,0.693147181,1,False
235,2.9060810519999998,0.6779999999999999,-3.773393942,0.489581624,1,0.0,-0.11583265,0.0,1.429336762,0,85,0,0.364779874,0.0,0.0,0,0.693147181,0,False
234,4.389362164,-62.31,-0.842153175,0.31290871,1,0.0,-0.427763094,0.389730608,11.493372099999998,0,84,0,0.210177568,0.0,0.0,0,0.693147181,1,False
233,0.9054319890000001,-0.909,-1.8159912530000002,0.473513951,1,0.0,-0.33764658299999994,0.20824909,17.29953917,0,89,0,14.96643753,0.100687424,1.0,1,0.693147181,0,False
232,4.056954173,-32.405,3.736734147,1.204297727,1,0.0,-0.411727049,0.054880792000000005,-32.98187669,0,90,0,0.298643552,0.0,0.0,0,0.693147181,1,False
231,2.705914589,-5.694,-2.365755624,0.415419562,1,0.0,-0.175574559,0.34600481,12.73857143,0,223,0,0.8723276320000001,0.03727953,0.0,0,0.693147181,1,False
230,4.384722996,-13.822000000000001,-3.332267471,0.278435724,1,0.0,0.148773312,0.01608158,0.21753079600000003,0,105,0,0.11821831099999999,0.0,0.0,0,0.693147181,0,False
229,1.789924453,-2.01,-2.852739213,0.122558023,1,0.0,-0.20136917699999998,0.7562197359999999,12.72323501,1,91,0,2.789280347,0.0,0.0,0,0.693147181,1,False
228,3.082276875,-1.32,-2.492989416,0.708501467,1,0.0,-0.026687454,0.0,1.014236275,1,92,0,0.120873074,0.003026412,0.0,0,0.693147181,1,False
227,2.2635323659999997,-0.759,-0.858585953,1.308932099,1,0.0,-0.112717064,0.00904648,-3.611578593,0,90,0,0.44629302299999996,0.13517729,0.0,0,0.693147181,1,False
226,7.326756361,648.1,-6.262229737999999,0.36600343799999996,1,0.0,-0.002315116,0.02286835,0.927059458,0,91,0,0.028100381,0.0,0.0,0,0.693147181,1,False
225,2.437465575,-1.29,-3.5680697539999997,0.20342537600000002,1,0.0,-0.177997204,0.076546662,2.008282141,1,96,0,0.0,0.0,0.0,0,0.693147181,0,False
224,3.186269985,-0.5710000000000001,-1.64899464,0.891767915,1,0.0,-0.02235722,0.039631374,0.630011455,0,89,0,0.181874535,0.061038102000000004,0.0,0,0.693147181,0,False
223,2.013568798,-4.574,-0.733743557,0.302670227,1,0.0,-0.420160214,0.512416555,29.73721999,1,90,0,26.76995995,3.992389853,0.0,0,0.693147181,1,False
222,0.506817602,-1.969,1.015629301,10.5253012,1,0.0,-0.9560240959999999,0.153614458,-0.023463192999999997,1,265,0,0.0,0.0,0.0,0,0.693147181,0,False
244,1.4694859519999999,0.738,-5.1363797689999995,0.101449275,1,0.0,-0.018863584,0.087186565,3.19718382,1,376,0,1.0027605240000002,0.0,0.0,0,0.693147181,0,False
